id,price
0,6.2
1,8.6
2,9.6
3,8.0
4,9.2
5,8.0
6,7.1
7,7.2
8,6.2
9,6.6
10,9.2
11,7.3
12,8.3
13,8.3
14,6.6
15,7.1
16,7.9
17,6.3
18,9.4
19,9.0
20,6.9
21,9.0
22,9.5
23,6.8
24,9.2
25,7.2
26,7.1
27,9.9
28,8.2
29,8.4
30,7.0
31,8.4
32,8.3
33,6.1
34,10.0
35,8.3
36,9.2
37,7.7
38,9.9
39,9.8
40,9.3
41,8.3
42,7.1
43,8.4
44,7.2
45,6.3
46,6.4
47,9.6
48,8.8
49,8.5
50,7.4
51,7.2
52,7.7
53,7.7
54,7.1
55,6.9
56,8.7
57,9.6
58,6.6
59,7.2
60,7.4
61,8.4
62,6.7
63,7.8
64,8.2
65,7.5
66,9.5
67,8.1
68,7.6
69,8.0
70,9.4
71,6.4
72,6.6
73,7.9
74,6.6
75,6.8
76,6.7
77,9.0
78,6.6
79,7.4
80,7.9
81,6.6
82,8.4
83,7.0
84,8.2
85,6.3
86,7.2
87,7.1
88,7.8
89,8.1
90,6.6
91,8.3
92,7.4
93,6.5
94,9.0
95,7.9
96,6.6
97,8.1
98,6.9
99,6.5
100,8.5
101,6.6
102,6.7
103,9.4
104,9.3
105,8.3
106,8.5
107,8.1
108,6.7
109,6.5
110,7.5
111,8.8
112,9.8
113,6.4
114,7.4
115,6.4
116,9.0
117,7.5
118,6.7
119,8.4
120,7.4
121,6.4
122,7.9
123,8.2
124,8.5
125,7.6
126,6.2
127,8.6
128,8.5
129,8.2
130,8.3
131,6.9
132,7.9
133,6.4
134,6.7
135,9.3
136,8.0
137,7.5
138,8.2
139,7.3
140,8.6
141,7.5
142,8.9
143,7.0
144,6.5
145,8.6
146,9.7
147,7.0
148,7.0
149,7.5
150,6.6
151,8.6
152,7.8
153,7.5
154,7.6
155,7.6
156,6.1
157,9.3
158,6.3
159,6.9
160,8.0
161,6.4
162,7.6
163,6.6
164,7.2
165,6.8
166,8.3
167,8.0
168,6.4
169,8.2
170,7.5
171,8.5
172,8.6
173,8.3
174,8.5
175,7.3
176,6.3
177,6.4
178,7.6
179,6.7
180,8.4
181,6.8
182,7.2
183,7.4
184,8.9
185,7.1
186,6.7
187,8.6
188,6.4
189,6.2
190,6.1
191,8.4
192,7.7
193,7.8
194,9.9
195,9.3
196,8.3
197,6.4
198,7.5
199,8.4
200,8.6
201,6.6
202,6.3
203,8.8
204,8.2
205,6.8
206,8.1
207,6.5
208,6.1
209,9.5
210,8.6
211,9.2
212,8.5
213,6.8
214,7.9
215,7.1
216,7.0
217,7.6
218,7.2
219,6.5
220,6.4
221,7.2
222,8.2
223,7.4
224,6.5
225,8.7
226,6.5
227,7.8
228,6.2
229,10.1
230,8.4
231,8.5
232,6.7
233,8.7
234,8.5
235,8.7
236,6.4
237,9.5
238,9.3
239,9.7
240,6.5
