id,price
0,6.3
1,8.5
2,9.4
3,7.8
4,8.9
5,8.2
6,7.0
7,6.8
8,6.5
9,6.5
10,9.4
11,7.4
12,8.5
13,8.2
14,6.5
15,7.2
16,7.6
17,6.5
18,9.4
19,8.9
20,6.7
21,9.0
22,9.6
23,6.7
24,9.4
25,7.2
26,7.2
27,9.6
28,8.0
29,8.5
30,6.8
31,8.3
32,8.5
33,6.3
34,9.6
35,8.5
36,9.0
37,7.5
38,9.4
39,9.6
40,9.0
41,8.9
42,7.2
43,8.9
44,7.4
45,6.5
46,6.5
47,9.6
48,8.8
49,8.5
50,7.6
51,7.0
52,7.8
53,7.8
54,7.0
55,6.5
56,8.9
57,9.4
58,6.5
59,6.7
60,7.4
61,8.3
62,6.5
63,7.5
64,8.2
65,7.4
66,9.4
67,8.2
68,7.8
69,8.0
70,9.4
71,6.7
72,6.5
73,7.8
74,6.3
75,6.5
76,6.5
77,9.4
78,6.7
79,7.5
80,8.0
81,6.5
82,8.3
83,7.0
84,8.3
85,6.3
86,7.2
87,7.0
88,7.8
89,8.5
90,6.4
91,8.5
92,7.0
93,6.3
94,8.9
95,8.0
96,6.5
97,8.2
98,6.7
99,6.5
100,8.9
101,6.5
102,6.5
103,9.4
104,9.2
105,8.5
106,8.3
107,8.3
108,6.5
109,6.5
110,7.4
111,8.6
112,9.6
113,6.5
114,7.4
115,6.5
116,9.2
117,7.8
118,6.8
119,8.5
120,7.4
121,6.5
122,7.8
123,8.5
124,8.5
125,7.8
126,6.5
127,8.9
128,8.9
129,8.5
130,8.3
131,6.8
132,7.8
133,6.5
134,6.7
135,9.4
136,8.0
137,7.6
138,8.0
139,7.4
140,8.6
141,7.5
142,8.8
143,7.0
144,6.5
145,8.9
146,9.6
147,7.0
148,6.8
149,7.6
150,6.5
151,8.9
152,7.8
153,7.4
154,7.8
155,7.8
156,6.3
157,9.0
158,6.3
159,6.8
160,8.3
161,6.5
162,8.0
163,6.3
164,7.0
165,6.5
166,8.3
167,8.0
168,6.5
169,8.5
170,7.4
171,8.3
172,8.9
173,8.5
174,8.5
175,7.0
176,6.4
177,6.3
178,7.6
179,7.0
180,8.5
181,6.8
182,7.5
183,7.4
184,8.8
185,7.4
186,6.7
187,8.5
188,6.5
189,6.3
190,6.3
191,8.9
192,7.8
193,8.3
194,9.6
195,9.4
196,8.5
197,6.5
198,7.4
199,8.5
200,8.9
201,6.5
202,6.5
203,8.9
204,8.3
205,6.8
206,8.0
207,6.5
208,6.3
209,9.2
210,8.5
211,9.4
212,8.5
213,6.7
214,8.0
215,7.0
216,6.8
217,7.8
218,7.8
219,6.5
220,6.5
221,7.4
222,8.0
223,7.6
224,6.5
225,8.9
226,6.3
227,8.0
228,6.3
229,9.6
230,8.6
231,8.9
232,6.5
233,9.0
234,8.5
235,8.5
236,6.4
237,9.4
238,9.4
239,9.6
240,6.5
241,7.0
242,7.0
243,7.8
244,9.4
245,6.5
246,8.3
247,8.3
248,8.2
249,6.5
250,6.5
251,7.8
252,6.4
253,9.4
254,9.4
255,8.5
256,6.8
257,6.4
258,9.4
259,7.8
260,6.3
261,8.5
262,6.3
263,7.0
264,8.5
265,8.9
266,6.8
267,8.8
268,7.0
269,9.0
270,8.9
271,8.6
272,7.4
273,7.0
274,7.4
275,6.5
276,7.2
277,9.6
278,8.6
279,8.9
280,7.6
281,6.5
282,7.4
283,7.0
284,6.5
285,6.5
286,6.5
287,6.7
288,6.3
289,8.0
290,6.8
291,7.6
292,9.6
293,6.5
294,6.7
295,8.5
296,6.7
297,8.5
298,8.3
299,7.2
300,8.9
301,7.0
302,7.0
303,8.9
304,6.5
305,6.5
306,7.4
307,9.6
308,9.2
309,9.2
310,8.5
311,6.5
312,6.7
313,8.9
314,8.8
315,8.6
316,6.5
317,9.6
318,6.5
319,6.5
320,8.5
321,8.5
322,6.5
323,9.2
324,8.3
325,6.5
326,6.8
327,9.4
328,7.0
329,6.4
330,6.5
331,8.5
332,8.5
333,6.8
334,6.7
335,6.5
336,8.3
337,8.5
338,7.2
339,8.9
340,7.6
341,6.8
342,8.9
343,8.5
344,7.4
345,7.4
346,7.8
347,6.5
348,8.2
349,6.7
350,8.0
351,8.3
352,8.5
353,8.9
354,9.6
355,7.6
356,8.0
357,9.6
358,8.0
359,8.3
360,9.6
361,7.4
362,8.5
363,8.0
364,8.2
365,7.4
366,9.6
367,6.5
368,9.6
369,6.5
370,8.8
371,7.2
372,6.5
373,7.2
374,8.5
375,8.5
376,7.2
377,8.9
378,8.5
379,8.9
380,6.3
381,6.5
382,6.5
383,8.9
384,9.6
385,8.9
386,6.7
387,6.5
388,6.3
389,8.3
390,8.9
391,6.8
392,9.6
393,6.4
394,6.5
395,8.0
396,8.9
397,6.5
398,8.3
399,8.9
400,6.5
401,9.6
402,8.6
403,9.6
404,7.2
405,8.5
406,8.3
407,8.3
408,8.9
409,8.5
410,8.9
411,7.0
412,7.6
413,8.5
414,8.5
415,6.8
416,6.8
417,6.7
418,7.2
419,7.4
420,8.5
421,8.9
422,6.8
423,7.4
424,8.2
425,6.5
426,7.4
427,8.5
428,8.6
429,8.9
430,7.6
431,8.0
432,8.6
433,8.2
434,6.7
435,6.4
436,6.8
437,9.4
438,6.4
439,8.0
440,7.6
441,6.8
442,8.9
443,6.5
444,8.5
445,7.8
446,7.6
447,7.0
448,8.9
449,6.7
450,7.0
451,8.9
452,8.3
453,6.5
454,7.0
455,7.6
456,6.7
457,6.3
458,8.5
459,8.0
460,8.5
461,8.6
462,6.7
463,8.0
464,8.6
465,7.0
466,8.5
467,9.0
468,8.5
469,7.4
470,8.3
471,8.3
472,8.3
473,9.2
474,7.2
475,8.8
476,8.3
477,8.5
478,6.5
479,6.7
480,6.7
481,8.0
482,8.0
483,7.2
484,7.4
485,8.6
486,7.8
487,7.8
488,9.4
489,7.4
490,6.5
491,8.2
492,7.2
493,6.5
494,8.5
495,8.6
496,7.0
497,8.5
498,9.4
499,8.5
500,8.0
501,9.6
502,8.3
503,7.5
504,7.0
505,8.5
506,6.3
507,9.2
508,8.5
509,8.0
510,7.4
511,9.6
512,9.4
513,6.8
514,8.9
515,7.8
516,8.5
517,6.3
518,8.9
519,7.4
520,6.8
521,8.0
522,7.4
523,8.3
524,8.5
525,8.0
526,8.2
527,8.5
528,6.8
529,6.7
530,6.8
531,7.6
532,9.0
533,7.4
534,7.6
535,9.4
536,8.9
537,8.2
538,9.4
539,9.6
540,8.0
541,6.7
542,9.2
543,8.3
544,8.3
545,6.3
546,7.4
547,6.5
548,6.5
549,8.3
550,6.5
551,8.3
552,7.6
553,6.5
554,6.5
555,6.7
556,8.0
557,9.6
558,8.2
559,7.4
560,7.8
561,6.7
562,8.9
563,8.9
564,6.5
565,6.5
566,8.2
567,7.0
568,8.5
569,8.0
570,6.5
571,9.2
572,6.3
573,8.9
574,8.3
575,6.5
576,8.9
577,7.4
578,8.5
579,9.4
580,8.6
581,7.8
582,8.3
583,8.2
584,6.5
585,6.4
586,6.5
587,8.5
588,6.7
589,7.4
590,8.5
591,9.4
592,8.8
593,8.6
594,6.7
595,7.8
596,6.5
597,8.0
598,7.2
599,6.7
600,9.4
601,6.5
602,6.5
603,7.4
604,6.5
605,8.5
606,6.8
607,8.8
608,9.6
609,7.8
610,6.7
611,8.2
612,7.4
613,7.4
614,9.6
615,8.5
616,7.8
617,8.5
618,6.5
619,6.5
620,8.2
621,7.0
622,6.4
623,7.2
624,8.0
625,8.9
626,6.8
627,6.5
628,7.0
629,8.3
630,8.9
631,7.8
632,9.4
633,7.0
634,7.8
635,8.5
636,9.4
637,8.2
638,7.8
639,6.8
640,7.5
641,6.5
642,6.5
643,7.0
644,6.5
645,6.5
646,8.5
647,8.8
648,8.8
649,7.8
650,7.8
651,6.8
652,6.8
653,9.2
654,6.5
655,6.5
656,8.9
657,8.0
658,8.0
659,8.5
660,6.5
661,6.7
662,8.9
663,7.8
664,6.8
665,9.4
666,7.8
667,8.5
668,8.5
669,8.5
670,8.5
671,8.9
672,6.5
673,6.8
674,6.8
675,8.5
676,7.8
677,9.6
678,7.4
679,7.5
680,7.4
681,6.5
682,7.6
683,6.8
684,6.5
685,8.5
686,6.7
687,8.9
688,7.6
689,9.4
690,7.4
691,8.9
692,6.3
693,8.9
694,8.3
695,8.9
696,6.5
697,7.4
698,8.5
699,7.4
700,8.9
701,8.9
702,9.4
703,6.8
704,8.0
705,9.6
706,7.8
707,8.3
708,8.3
709,8.5
710,8.9
711,8.9
712,6.5
713,9.6
714,8.3
715,6.7
716,8.6
717,7.5
718,7.8
719,8.3
720,8.9
721,6.4
722,7.2
723,8.3
724,6.8
725,6.5
726,7.4
727,8.6
728,6.8
729,8.8
730,7.2
731,8.8
732,8.2
733,6.3
734,6.5
735,6.4
736,6.8
737,7.0
738,8.6
739,8.2
740,8.5
741,6.3
742,8.0
743,8.2
744,9.2
745,6.5
746,9.0
747,8.6
748,8.9
749,8.5
750,6.8
751,8.3
752,8.5
753,8.6
754,7.0
755,6.5
756,6.5
757,8.3
758,9.6
759,6.8
760,7.6
761,6.5
762,6.5
763,9.6
764,6.5
765,8.6
766,8.6
767,9.6
768,6.4
769,9.4
770,9.2
771,6.8
772,7.8
773,6.5
774,6.5
775,7.4
776,8.2
777,8.3
778,8.5
779,8.5
780,9.4
781,6.5
782,8.8
783,8.6
784,9.6
785,8.0
786,6.5
787,6.5
788,8.6
789,6.8
790,8.3
