id,price
0,6.1
1,8.5
2,9.4
3,7.8
4,9.0
5,8.1
6,7.1
7,6.9
8,6.4
9,6.8
10,9.5
11,7.4
12,8.5
13,8.3
14,6.6
15,7.2
16,7.8
17,6.1
18,9.2
19,9.1
20,6.8
21,8.9
22,9.5
23,6.5
24,9.3
25,7.3
26,7.1
27,9.7
28,8.2
29,8.5
30,7.0
31,8.4
32,8.3
33,6.3
34,9.6
35,8.6
36,9.0
37,7.6
38,9.7
39,9.7
40,9.2
41,8.4
42,7.1
43,8.4
44,7.4
45,6.4
46,6.2
47,9.6
48,8.8
49,8.6
50,7.6
51,7.0
52,7.8
53,7.7
54,7.0
55,6.7
56,8.9
57,9.5
58,6.8
59,7.0
60,7.4
61,8.5
62,6.8
63,7.9
64,8.0
65,7.5
66,9.5
67,7.8
68,7.7
69,8.0
70,9.5
71,6.6
72,6.6
73,8.0
74,6.4
75,6.7
76,6.8
77,9.0
78,6.8
79,7.4
80,7.9
81,6.5
82,8.3
83,6.8
84,8.3
85,6.4
86,7.3
87,6.9
88,7.9
89,8.1
90,6.4
91,8.5
92,7.2
93,6.6
94,9.3
95,8.0
96,6.7
97,8.1
98,6.8
99,6.6
100,8.8
101,6.6
102,6.8
103,9.5
104,9.4
105,8.3
106,8.4
107,8.0
108,6.5
109,6.4
110,7.5
111,8.7
112,9.6
113,6.4
114,7.5
115,6.3
116,9.1
117,7.5
118,7.0
119,8.5
120,7.4
121,6.4
122,7.8
123,8.3
124,8.4
125,7.7
126,6.2
127,8.4
128,8.8
129,8.5
130,8.4
131,6.7
132,7.9
133,6.4
134,6.8
135,9.5
136,8.0
137,7.6
138,8.1
139,7.4
140,8.5
141,7.5
142,8.9
143,7.1
144,6.6
145,8.8
146,9.6
147,7.0
148,6.9
149,7.6
150,6.8
151,8.8
152,7.9
153,7.5
154,7.5
155,7.8
156,6.2
157,9.2
158,6.2
159,6.7
160,8.3
161,6.2
162,7.8
163,6.5
164,7.1
165,6.9
166,8.3
167,7.9
168,6.3
169,8.2
170,7.6
171,8.5
172,8.7
173,8.4
174,8.7
175,7.1
176,6.2
177,6.5
178,7.6
179,6.7
180,8.5
181,6.7
182,7.0
183,7.4
184,8.7
185,7.1
186,6.6
187,8.6
188,6.2
189,6.2
190,6.1
191,8.7
192,7.8
193,8.0
194,9.5
195,9.1
196,8.3
197,6.2
198,7.6
199,8.6
200,8.7
201,6.5
202,6.1
203,8.9
204,8.4
205,6.6
206,8.1
207,6.5
208,6.2
209,9.6
210,8.5
211,9.2
212,8.4
213,6.7
214,8.1
215,7.1
216,6.8
217,7.7
218,7.4
219,6.3
220,6.6
221,7.3
222,8.2
223,7.5
224,6.2
225,8.9
226,6.4
227,8.0
228,6.0
229,9.8
230,8.4
231,8.6
232,6.6
233,8.9
234,8.5
235,8.7
236,6.3
237,9.6
238,9.2
239,9.8
240,6.7
241,7.0
242,7.1
243,7.8
244,9.1
245,6.5
246,8.4
247,8.3
248,8.4
249,6.8
250,6.6
251,7.8
252,6.5
253,9.6
254,9.3
255,8.7
256,6.9
257,6.2
258,9.6
259,7.5
260,6.1
261,8.7
262,6.0
263,7.3
264,8.5
265,9.2
266,7.0
267,8.8
268,6.9
269,9.1
270,8.9
271,8.9
272,7.5
273,7.0
274,7.4
275,6.5
276,7.2
277,9.5
278,8.6
279,9.2
280,7.4
281,6.6
282,7.4
283,7.1
284,6.4
285,6.9
286,6.5
287,6.7
288,6.4
289,8.0
290,7.0
291,7.4
292,9.5
293,6.4
294,6.8
295,8.6
296,6.8
297,8.7
298,8.4
299,7.2
300,8.9
